id,target
200000,0.09431466965047797
200001,0.011076352760621548
200002,0.03148096309535995
200003,0.05663806970483674
200004,0.013492096415161445
200005,0.052933516662447784
200006,0.055119557444935276
200007,0.05653708523819195
200008,0.1633182563042807
200009,0.10033180878451121
200010,0.05822768328418549
200011,0.05506647102468933
200012,0.05031260208726254
200013,0.09518559803357958
200014,0.11667320292195615
200015,0.024701370846085955
200016,0.06415844379843867
200017,0.05510612510379055
200018,0.03214126962091803
200019,0.05203278386456619
200020,0.028435056928777982
200021,0.09001675900843704
200022,0.0830458000209335
200023,0.029510040938127976
200024,0.022300623254089387
200025,0.0816680167617115
200026,0.05813362457922746
200027,0.05958399017525549
200028,0.09547239479336934
200029,0.08299695102224258
200030,0.007505257401957413
200031,0.07873482631729631
200032,0.09434481538045296
200033,0.07708476435580452
200034,0.06329496298435912
200035,0.043416117010328305
200036,0.04340101667998682
200037,0.05525072114449101
200038,0.021990347240030964
200039,0.048092969997035155
200040,0.023242736626932364
200041,0.013539983238196565
200042,0.07369072791698623
200043,0.2403240984771907
200044,0.08904067996186095
200045,0.02944409567395223
200046,0.02420420080260235
200047,0.04899925843064717
200048,0.08544013862777622
200049,0.04966046837462832
200050,0.0835164934330694
200051,0.08406020100963292
200052,0.09344864427543496
200053,0.0495033819607211
200054,0.018496218606494603
200055,0.013409521910480669
200056,0.08854652980730132
200057,0.12323962162302254
200058,0.07257606727470849
200059,0.0418228404981831
200060,0.06318622625894955
200061,0.08244912546979961
200062,0.09890358037104334
200063,0.013492096415161445
200064,0.056588006438923304
200065,0.0483523062601481
200066,0.11708336642565109
200067,0.10965252173326726
200068,0.050422990439715556
200069,0.052967057952848784
200070,0.021021972400837936
200071,0.013519679354322769
200072,0.02521087580312544
200073,0.03553947868812194
200074,0.059511900017204716
200075,0.0467942121008278
200076,0.025533835207755134
200077,0.07771472600442574
200078,0.09379942533839246
200079,0.02107264758456389
200080,0.06761127057699057
200081,0.05299896052760734
200082,0.05468369634628192
200083,0.03070100637011536
200084,0.028797589436118452
200085,0.08267751379926094
200086,0.051351607174498146
200087,0.10776856175087149
200088,0.08930544618883841
